Country,Year,Month,Date,"M3 (UOM:INR(IndianRupees)), Scaling Factor:10000000","M3 Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Currency With The Public (UOM:INR(IndianRupees)), Scaling Factor:10000000","Demand Deposits With Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Time Deposits With Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Time Deposits With Banks Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Other Deposits With Reserve Bank (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Bank Credit To Government (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Bank Credit To Government Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Bank Credit To Government Including Merger From Reserve Bank (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Credit Of Other Banks To Government Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Bank Credit Of Other Banks Including Merger To Government Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Bank Credit To Commercial Sector (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Bank Credit To Commercial Sector Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Bank Credit To Commercial Sector From Reserve Bank (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Bank Credit To Commercial By Other Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Bank Credit To Commercial By Other Banks Includimg Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Foreign Exchange Assets Of Banking Sector (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Governments Currency Liabilities To The Public (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Banking Sectors Net Non Monetary Liabilities (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Banking Sectors Net Non Monetary Liabilities Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Non Monetary Liabilities Of Reserve Bank Of India (Rbi) Under Banking Sectors Net Non-Monetary Liabilities (UOM:INR(IndianRupees)), Scaling Factor:10000000",observation_year,observation_month,observation_quarter,observation_week,observation_day,month_name,m3_pct_change,net_fx_assets_pct_change
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-17,10056706.0144,23143686.34,1304468.6388,826320.4974,7918547.0819,17510888.64,7369.7963,3100810.830863,7250237.568,559263.684263,2541547.1466,6005323.618,6678431.1723,14870756.57,7715.02,6670716.1523,14866712.37,2010495.793,18417.0,1751417.796386,4087232.343,831175.0,2014,10,4,42,17,October,-0.5695402819401618,0.5110769237752777
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-31,10120225.7622,23143686.34,1300517.4525,840722.2502,7970920.1113,17510888.64,8065.9482,3108212.351612,7250237.568,565986.301312,2542226.0503,6005323.618,6737347.1981,14870756.57,7679.02,6729668.1781,14866712.37,2018681.796,18612.0,1762598.492528,4087232.343,822587.0,2014,10,4,44,31,October,0.6316158363289803,0.40716339862543194
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-14,10118419.7635,23143686.34,1321580.8667,823898.602,7964929.3139,17510888.64,8010.9809,3126715.31989,7250237.568,583620.14959,2543095.1703,6005323.618,6711886.0903,14870756.57,4976.02,6706910.0703,14866712.37,2022997.833,18612.0,1761763.149533,4087232.343,828904.0,2014,11,4,46,14,November,-0.01784543885123835,0.21380472190080102
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-28,10165696.5686,23143686.34,1309125.4893,852043.2435,7995800.3541,17510888.64,8727.4817,3114116.674783,7250237.568,556815.495383,2557301.1794,6005323.618,6744007.826,14870756.57,4214.16,6739793.666,14866712.37,2036194.716,18740.0,1747333.840779,4087232.343,831644.0,2014,11,4,48,28,November,0.467235064417304,0.6523429133104663
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-12,10169435.6835,23143686.34,1336330.8025,818914.9441,8005947.5277,17510888.64,8242.4092,3153191.694361,7250237.568,565854.924961,2587336.7694,6005323.618,6764540.1056,14870756.57,4771.28,6759768.8256,14866712.37,2054734.591,18740.0,1821740.724957,4087232.343,839178.0,2014,12,4,50,12,December,0.03678168903396006,0.9105158192542984
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-26,10210842.0047,23143686.34,1326461.0692,853977.2402,8022266.0882,17510888.64,8137.6071,3076094.941385,7250237.568,507269.683985,2568825.2574,6005323.618,6812214.5848,14870756.57,5746.27,6806468.3148,14866712.37,2083746.048,18882.781975,1780065.546137,4087232.343,861363.0,2014,12,4,52,26,December,0.40716439425623197,1.411932087339829
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-09,10306117.5526,23143686.34,1341867.0141,822008.3827,8133682.1137,17510888.64,8560.0421,3138501.2598,7250237.568,513162.5924,2625338.6674,6005323.618,6859254.731,14870756.57,6056.49,6853198.241,14866712.37,2051576.993,18882.782,1762071.4612,4087232.343,821530.0,2015,1,1,2,9,January,0.9330821871119444,-1.5438088067821987
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-23,10301433.0667,23143686.34,1350993.2769,829075.256,8113015.6687,17510888.64,8348.8651,3092200.8821,7250237.568,459429.8506,2632771.0315,6005323.618,6863506.5528,14870756.57,5880.35,6857626.2028,14866712.37,2048503.472,19080.6341,1721836.0889,4087232.343,775654.0,2015,1,1,4,23,January,-0.045453449139221114,-0.14981260808084595
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-06,10383057.1132,23143686.34,1362941.0735,840182.5693,8171588.4386,17510888.64,8345.0317,3132949.957,7250237.568,476537.2721,2656412.6849,6005323.618,6916307.4756,14870756.57,5588.61,6910718.8656,14866712.37,2103049.076,19080.6341,1788305.7134,4087232.343,793501.0,2015,2,1,6,6,February,0.7923562282208474,2.6627049817370185
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-20,10409353.3606,23143686.34,1374172.6099,852780.1855,8174357.6052,17510888.64,8042.96,3133337.5133,7250237.568,463259.225,2670078.2883,6005323.618,6930038.999,14870756.57,6054.61,6923984.389,14866712.37,2138408.476,19256.1419,1811662.9254,4087232.343,814150.0,2015,2,1,8,20,February,0.2532611264034257,1.6813397463483648
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-06,10501962.4736,23143686.34,1385418.6291,881827.8755,8225609.9116,17510888.64,9106.0574,3187261.2719,7250237.568,482653.2636,2704608.0083,6005323.618,7004024.9935,14870756.57,5282.91,6998742.0835,14866712.37,2159708.897,19256.1419,1868265.3672,4087232.343,787862.0,2015,3,1,10,6,March,0.8896721034615807,0.9960875688186377
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-20,10544015.3198,23143686.34,1386224.3036,891606.5135,8257219.7347,17510888.64,8964.7679,3006734.8248,7250237.568,364001.7742,2642733.0506,6005323.618,7039896.9186,14870756.57,5464.66,7034432.2586,14866712.37,2232610.277,19428.3255,1754632.8014,4087232.343,797256.0,2015,3,1,12,20,March,0.40042845616439227,3.3755188072459807
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-31,10550167.7829,23143686.34,1386181.5568,891632.2821,8257763.9522,17510888.64,14589.9918,3007394.0484,7250237.568,364523.1165,2642870.9319,6005323.618,7049723.9229,14870756.57,14846.73,7034877.1929,14866712.37,2250672.028,19429.3255,1777028.9106,4087232.343,785296.0,2015,3,1,14,31,March,0.05835028604752601,0.8089970375066979
India,"Calendar Year (Jan - Dec), 2015","April, 2015",2015-04-03,10877767.2736,23143686.34,1387614.9065,1040051.3266,8435297.0333,17510888.64,14804.0072,3092176.1999,7250237.568,403801.5893,2688374.6106,6005323.618,7314785.6157,14870756.57,14846.73,7299938.8857,14866712.37,2259016.074,19429.3255,1807617.3096,4087232.343,802507.0,2015,4,2,14,3,April,3.105159059469975,0.37073575786228385
India,"Calendar Year (Jan - Dec), 2015","April, 2015",2015-04-17,10731908.8058,23143686.34,1432163.8208,894626.8166,8395895.099,17510888.64,9223.0695,3172087.6217,7250237.568,454922.8215,2717164.8002,6005323.618,7082949.2003,14870756.57,6375.38,7076573.8203,14866712.37,2253074.075,19548.7743,1795728.0961,4087232.343,799936.0,2015,4,2,16,17,April,-1.3408860856399696,-0.2630348260195592
India,"Calendar Year (Jan - Dec), 2015","May, 2015",2015-05-01,10825429.9732,23143686.34,1430890.4885,926069.4403,8456441.6878,17510888.64,12028.3567,3155844.7545,7250237.568,429826.5143,2726018.2402,6005323.618,7157570.3583,14870756.57,6058.28,7151512.0783,14866712.37,2348795.934,19548.7743,1856302.7418,4087232.343,860409.0,2015,5,2,18,1,May,0.8714308804921744,4.248500307296799
India,"Calendar Year (Jan - Dec), 2015","May, 2015",2015-05-15,10780791.6822,23143686.34,1461927.5165,878700.9689,8430378.2331,17510888.64,9784.9638,3175533.5785,7250237.568,419656.9183,2755876.6602,6005323.618,7111870.8023,14870756.57,6198.28,7105672.5223,14866712.37,2361419.989,19548.7743,1887553.4703,4087232.343,879348.0,2015,5,2,20,15,May,-0.41234658679156766,0.5374692120869495
India,"Calendar Year (Jan - Dec), 2015","May, 2015",2015-05-29,10818048.6363,23143686.34,1446218.4272,908799.5871,8451746.7859,17510888.64,11283.8361,3190802.5292,7250237.568,423557.0141,2767245.5151,6005323.618,7119527.9252,14870756.57,6424.79,7113103.1352,14866712.37,2358534.467,19796.3592,1870586.6402,4087232.343,857192.0,2015,5,2,22,29,May,0.34558643927342647,-0.12219435820147728
India,"Calendar Year (Jan - Dec), 2015","June, 2015",2015-06-12,10810063.6501,23143686.34,1462441.7387,886416.5123,8450812.0419,17510888.64,10393.3572,3260841.2325,7250237.568,476521.3474,2784319.8851,6005323.618,7175817.5338,14870756.57,6457.79,7169359.7438,14866712.37,2378506.838,19796.3592,2024870.6082,4087232.343,881574.0,2015,6,2,24,12,June,-0.07381170549747296,0.8468127678203485
India,"Calendar Year (Jan - Dec), 2015","June, 2015",2015-06-26,10811167.0663,23143686.34,1430990.6249,904844.9329,8466283.6686,17510888.64,9047.8399,3204615.2816,7250237.568,444353.8278,2760261.4538,6005323.618,7149279.0841,14870756.57,6327.79,7142951.2941,14866712.37,2354711.022,19995.9208,1917407.0605,4087232.343,869568.0,2015,6,2,26,26,June,0.010207305301013214,-1.000451864162355
India,"Calendar Year (Jan - Dec), 2015","July, 2015",2015-07-10,10906448.6859,23143686.34,1439262.7531,875843.4411,8580281.893,17510888.64,11060.5987,3298271.5207,7250237.568,500244.3269,2798027.1938,6005323.618,7158782.5348,14870756.57,4378.155,7154404.3798,14866712.37,2342324.983,19995.9208,1912899.7358,4087232.343,849400.0,2015,7,3,28,10,July,0.8813259384087058,-0.5260110002576757
India,"Calendar Year (Jan - Dec), 2015","July, 2015",2015-07-24,10907693.0453,23143686.34,1424704.8187,887274.4924,8575646.067,17510888.64,20067.6671,3284650.0209,7250237.568,485378.0,2799272.0209,6005323.618,7152129.1874,14870756.57,4615.0,7147514.1874,14866712.37,2353753.224,20240.2794,1903053.1692,4087232.343,860087.0,2015,7,3,30,24,July,0.01140939123114304,0.48790159704323877
India,"Calendar Year (Jan - Dec), 2015","August, 2015",2015-08-07,10959808.0014,23143686.34,1426746.5686,889187.0172,8628682.4889,17510888.64,15191.9267,3375850.3409,7250237.568,548860.0,2826990.3409,6005323.618,7167625.9788,14870756.57,5042.0,7162583.9788,14866712.37,2349836.906,20240.2794,1953719.3244,4087232.343,888827.0,2015,8,3,32,7,August,0.47778165266996186,-0.16638609179872033
India,"Calendar Year (Jan - Dec), 2015","August, 2015",2015-08-21,10979536.4959,23143686.34,1423315.6775,902076.9497,8639012.942,17510888.64,15130.9267,3305530.8377,7250237.568,471339.0,2834191.8377,6005323.618,7163351.9044,14870756.57,5510.0,7157841.9044,14866712.37,2425017.837,20452.3986,1934784.3715,4087232.343,899701.0,2015,8,3,34,21,August,0.18000766525727574,3.199410597732766
India,"Calendar Year (Jan - Dec), 2015","September, 2015",2015-09-04,11049100.5172,23143686.34,1423435.201,911067.0361,8699071.3534,17510888.64,15526.9267,3411125.8277,7250237.568,563440.0,2847685.8277,6005323.618,7195600.0115,14870756.57,4825.0,7190775.0115,14866712.37,2412372.15,20452.3986,1990417.4473,4087232.343,895677.0,2015,9,3,36,4,September,0.6335788521307562,-0.5214677932284362
India,"Calendar Year (Jan - Dec), 2015","September, 2015",2015-09-18,10990292.5697,23143686.34,1434044.7332,899513.5975,8641226.3124,17510888.64,15507.9267,3226057.1986,7250237.568,420204.0,2805853.1986,6005323.618,7213567.9529,14870756.57,6547.0,7207020.9529,14866712.37,2434413.745,20649.1007,1904362.3791,4087232.343,898772.0,2015,9,3,38,18,September,-0.5322419450203619,0.9136896643413994
India,"Calendar Year (Jan - Dec), 2015","October, 2015",2015-10-02,11178678.9158,23143686.34,1415212.8456,936941.0129,8810292.1307,17510888.64,16232.9267,3339358.8486,7250237.568,492036.0,2847322.8486,6005323.618,7338528.5299,14870756.57,6553.0,7331975.5299,14866712.37,2414310.263,20649.1007,1934137.26,4087232.343,887703.0,2015,10,4,40,2,October,1.7141158427335768,-0.8258038322898287
India,"Calendar Year (Jan - Dec), 2015","October, 2015",2015-10-16,11119372.0765,23143686.34,1447876.0121,889268.9116,8767545.2262,17510888.64,14681.9267,3280443.5386,7250237.568,461820.0,2818623.5386,6005323.618,7293044.1897,14870756.57,6340.0,7286704.1897,14866712.37,2413865.268,20649.1007,1888599.4491,4087232.343,886118.0,2015,10,4,42,16,October,-0.5305353141163649,-0.01843155814806874
India,"Calendar Year (Jan - Dec), 2015","October, 2015",2015-10-30,11197261.3714,23143686.34,1444990.7332,942681.7707,8794225.9408,17510888.64,15362.9267,3280292.6346,7250237.568,441406.0,2838886.6346,6005323.618,7326809.8408,14870756.57,6740.0,7320069.8408,14866712.37,2420086.264,20917.7528,1850815.5535,4087232.343,882203.0,2015,10,4,44,30,October,0.7004828542846786,0.25771927217603796
India,"Calendar Year (Jan - Dec), 2015","November, 2015",2015-11-13,11224180.4185,23143686.34,1507787.8327,901784.8509,8799689.8082,17510888.64,14917.9267,3298968.2446,7250237.568,448450.0,2850518.2446,6005323.618,7349846.9939,14870756.57,6804.0,7343042.9939,14866712.37,2440202.894,20917.7528,1885725.2695,4087232.343,902619.0,2015,11,4,46,13,November,0.24040741934234777,0.8312360720047485
India,"Calendar Year (Jan - Dec), 2015","November, 2015",2015-11-27,11225141.6041,23143686.34,1481211.2001,926376.6977,8802516.544,17510888.64,15037.1623,3310990.7384,7250237.568,449805.0,2861185.7384,6005323.618,7378404.2852,14870756.57,7088.0,7371316.2852,14866712.37,2452992.913,21142.1091,1938358.4609,4087232.343,917772.0,2015,11,4,48,27,November,0.008563525924931703,0.5241375228038914
India,"Calendar Year (Jan - Dec), 2015","December, 2015",2015-12-11,11312038.6387,23143686.34,1502679.9112,925056.6652,8869510.1356,17510888.64,14791.9267,3380254.0684,7250237.568,470462.0,2909792.0684,6005323.618,7478914.1185,14870756.57,6626.0,7472288.1185,14866712.37,2462857.966,21142.1091,2031097.354,4087232.343,923664.0,2015,12,4,50,11,December,0.774128627190418,0.4021639421670775
India,"Calendar Year (Jan - Dec), 2015","December, 2015",2015-12-25,11304485.5897,23143686.34,1499747.934,944061.7764,8846331.9527,17510888.64,14343.9267,3254921.793,7250237.568,393214.0,2861707.793,6005323.618,7527954.5397,14870756.57,6456.0,7521498.5397,14866712.37,2425039.976,21305.909,1924705.9486,4087232.343,900422.0,2015,12,4,52,25,December,-0.06677000708040781,-1.5355327234489957
India,"Calendar Year (Jan - Dec), 2016","January, 2016",2016-01-08,11409354.5469,23143686.34,1509900.9485,919800.4486,8965084.2232,17510888.64,14568.9267,3335606.313,7250237.568,429410.0,2906196.313,6005323.618,7593771.1495,14870756.57,7048.0,7586723.1495,14866712.37,2417891.587,21305.909,1959189.1212,4087232.343,894705.0,2016,1,1,1,8,January,0.9276756236971107,-0.29477406849972576
India,"Calendar Year (Jan - Dec), 2016","January, 2016",2016-01-22,11420315.4328,23143686.34,1517274.8724,911611.7414,8978768.8923,17510888.64,12659.9267,3292497.8582,7250237.568,408665.0,2883832.8582,6005323.618,7606592.8626,14870756.57,6964.0,7599628.8626,14866712.37,2441624.255,21514.1753,1941880.76,4087232.343,921797.0,2016,1,1,3,22,January,0.09606928994048136,0.9815439256086078
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-05,11528648.8133,23143686.34,1536754.3022,939796.0732,9039448.5112,17510888.64,12649.9267,3418968.3982,7250237.568,485748.0,2933220.3982,6005323.618,7675503.7888,14870756.57,6473.0,7669030.7888,14866712.37,2467093.918,21514.1753,2054396.8457,4087232.343,951239.0,2016,2,1,5,5,February,0.948602349361205,1.043144249072836
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-19,11560893.8918,23143686.34,1558727.0343,939691.7705,9035345.9247,17510888.64,27129.1623,3338902.1462,7250237.568,444477.0,2894425.1462,6005323.618,7699949.4835,14870756.57,8023.0,7691926.4835,14866712.37,2494027.821,21719.5632,1993494.8334,4087232.343,977897.0,2016,2,1,7,19,February,0.27969520992607855,1.0917258886453007
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-04,11612933.3553,23143686.34,1569384.77,957658.85,9073016.573,17510888.64,12873.1623,3432889.1962,7250237.568,524637.0,2908252.1962,6005323.618,7776007.226,14870756.57,7848.0,7768159.226,14866712.37,2461422.639,21719.5632,2078902.1624,4087232.343,956007.0,2016,3,1,9,4,March,0.45013356222316503,-1.3073303242834955
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-18,11620384.3877,23143686.34,1593537.2881,990637.9822,9022690.9551,17510888.64,13518.1623,3245963.2298,7250237.568,429903.0,2816060.2298,6005323.618,7807902.0225,14870756.57,8694.0,7799208.0225,14866712.37,2513122.999,21905.2338,1968305.0507,4087232.343,953023.0,2016,3,1,11,18,March,0.06416150142289911,2.1004259561455907
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-31,11617615.0952,23143686.34,1597253.8844,989833.7486,9015076.7973,17510888.64,15450.6648,3238483.6699,7250237.568,424995.0,2813488.6699,6005323.618,7803068.6828,14870756.57,20083.0,7782985.6828,14866712.37,2533925.813,21905.2338,1979564.9462,4087232.343,954376.0,2016,3,1,13,31,March,-0.02383133300591922,0.8277674434668647
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-01,11967063.5412,23143686.34,1595208.7421,1179797.9952,9176973.139,17510888.64,15083.6648,3198640.7498,7250237.568,425334.0,2773306.7498,6005323.618,8070676.2154,14870756.57,20083.0,8050593.2154,14866712.37,2531159.813,21905.2338,1855115.1127,4087232.343,951581.0,2016,4,2,13,1,April,3.0079189501154957,-0.10915868119774075
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-15,11847088.661,23143686.34,1653296.7798,1007841.4851,9172057.7312,17510888.64,13892.6648,3522566.2598,7250237.568,627343.0,2895223.2598,6005323.618,7789862.8157,14870756.57,8335.0,7781527.8157,14866712.37,2537493.055,21905.2338,2024534.1032,4087232.343,954410.0,2016,4,2,15,15,April,-1.0025423512372345,0.2502110679646785
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-29,11886046.8718,23143686.34,1648624.8108,1009360.4719,9214749.9243,17510888.64,13311.6648,3501585.6188,7250237.568,616850.0,2884735.6188,6005323.618,7791437.3213,14870756.57,8269.0,7783168.3213,14866712.37,2559231.523,22136.9102,1988138.4333,4087232.343,971804.0,2016,4,2,17,29,April,0.3288420633522193,0.8566907388047884
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-13,11880218.6065,23143686.34,1676803.9957,947449.7173,9242768.0383,17510888.64,13196.8552,3506985.0588,7250237.568,615224.0,2891761.0588,6005323.618,7784203.0439,14870756.57,8131.0,7776072.0439,14866712.37,2553594.451,22136.9102,1986495.0516,4087232.343,966835.0,2016,5,2,19,13,May,-0.049034513853618567,-0.2202642453150272
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-27,11890102.1238,23143686.34,1660325.897,981035.9917,9235437.3799,17510888.64,13302.8552,3556329.9403,7250237.568,630133.0,2926196.9403,6005323.618,7790036.9326,14870756.57,7581.0,7782455.9326,14866712.37,2557551.71,22375.5697,2035985.964,4087232.343,979939.0,2016,5,2,21,27,May,0.0831930592135155,0.15496818605829077
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-10,11905500.917,23143686.34,1677278.811,965734.1671,9249130.4859,17510888.64,13357.4529,3634666.1103,7250237.568,694653.0,2940013.1103,6005323.618,7785005.9889,14870756.57,7690.0,7777315.9889,14866712.37,2566203.299,22375.5697,2102543.9949,4087232.343,976120.0,2016,6,2,23,10,June,0.12950934348305854,0.3382762102589254
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-24,11924041.4104,23143686.34,1661892.0728,990150.3836,9258744.501,17510888.64,13254.4529,3601603.0946,7250237.568,660458.0,2941145.0946,6005323.618,7791447.1987,14870756.57,7526.0,7783921.1987,14866712.37,2589464.991,22604.5034,2080869.6493,4087232.343,1000712.0,2016,6,2,25,24,June,0.15573047727479583,0.906463334727392
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-08,12017981.9644,23143686.34,1678558.5468,962530.1458,9363428.8188,17510888.64,13464.4529,3683953.7546,7250237.568,706180.0,2977773.7546,6005323.618,7827363.4,14870756.57,6330.0,7821033.4,14866712.37,2580605.227,22604.5034,2096339.9566,4087232.343,978028.0,2016,7,3,27,8,July,0.7878247883143619,-0.34214650635530086
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-22,12006480.7487,23143686.34,1662164.7956,973024.1194,9357699.3808,17510888.64,13592.4529,3683760.7242,7250237.568,699623.0,2984137.7242,6005323.618,7810319.7236,14870756.57,7586.0,7802733.7236,14866712.37,2575489.185,22792.0,2085678.962,4087232.343,972019.0,2016,7,3,29,22,July,-0.09570005791379455,-0.19824969532233894
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-05,12095687.8182,23143686.34,1664601.5155,999164.9476,9417968.9022,17510888.64,13952.4529,3795712.3042,7250237.568,756904.0,3038808.3042,6005323.618,7832723.177,14870756.57,6866.0,7825857.177,14866712.37,2584474.312,22792.0,2139810.9259,4087232.343,985021.0,2016,8,3,31,5,August,0.7429909843453375,0.3488706942483155
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-19,12075664.3781,23143686.34,1673878.5274,995411.2432,9392376.1546,17510888.64,13998.4529,3697383.4845,7250237.568,693134.0,3004249.4845,6005323.618,7811326.1227,14870756.57,7092.0,7804234.1227,14866712.37,2597562.633,22971.0,2053373.492,4087232.343,932279.0,2016,8,3,33,19,August,-0.16554197165927764,0.506421013326741
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-02,12192007.3556,23143686.34,1660786.6165,1029182.2425,9487517.0437,17510888.64,14521.4529,3798094.2745,7250237.568,738544.0,3059550.2745,6005323.618,7860113.2715,14870756.57,6877.0,7853236.2715,14866712.37,2598683.395,22971.0,2087651.4533,4087232.343,929362.0,2016,9,3,35,2,September,0.963449909315095,0.04314667857328036
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-16,12151977.9125,23143686.34,1688694.831,1037479.9577,9411402.0383,17510888.64,14401.0855,3628603.1445,7250237.568,608461.0,3020142.1445,6005323.618,7846207.2419,14870756.57,7713.0,7838494.2419,14866712.37,2612653.822,22971.0,1958253.3694,4087232.343,922718.0,2016,9,3,37,16,September,-0.3283252866609687,0.5375963469378409
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-30,12489993.5089,23143686.34,1656477.8921,1153471.4195,9661443.0818,17510888.64,18601.1155,3751950.7107,7250237.568,699649.0,3052301.7107,6005323.618,8060795.6136,14870756.57,6686.0,8054109.6136,14866712.37,2658843.46,23273.0,2004667.2509,4087232.343,928894.0,2016,9,3,39,30,September,2.781568554797187,1.7679203272571886
India,"Calendar Year (Jan - Dec), 2016","October, 2016",2016-10-14,12342781.7773,23143686.34,1699441.9439,1026422.3623,9598847.3556,17510888.64,18070.1155,3722200.5207,7250237.568,654694.0,3067506.5207,6005323.618,7896983.1342,14870756.57,7428.0,7889555.1342,14866712.37,2627408.558,23273.0,1926884.3131,4087232.343,911065.0,2016,10,4,41,14,October,-1.178637374752045,-1.1822772747967503
India,"Calendar Year (Jan - Dec), 2016","October, 2016",2016-10-28,12364908.5288,23143686.34,1702209.7331,1040535.3441,9606201.336,17510888.64,15962.1155,3726354.4126,7250237.568,647265.0,3079089.4126,6005323.618,7945730.6774,14870756.57,7367.0,7938363.6774,14866712.37,2636636.079,23512.7134,1967127.7102,4087232.343,908822.0,2016,10,4,43,28,October,0.17926875723179858,0.3512023652318286
India,"Calendar Year (Jan - Dec), 2016","November, 2016",2016-11-11,12337478.4747,23143686.34,1520564.9084,1070444.4165,9726178.0342,17510888.64,20291.1155,3726993.5486,7250237.568,646781.0,3080212.5486,6005323.618,7876717.2797,14870756.57,7978.0,7868739.2797,14866712.37,2643815.069,23512.7134,1933361.5026,4087232.343,919545.0,2016,11,4,45,11,November,-0.22183790552198213,0.27227837990910775
India,"Calendar Year (Jan - Dec), 2016","November, 2016",2016-11-25,12131387.5851,23143686.34,896255.5082,1191784.4193,10028267.542,17510888.64,15080.1155,4037634.8502,7250237.568,609263.0,3428371.8502,6005323.618,7807673.533,14870756.57,5167.0,7802506.533,14866712.37,2683774.281,24180.7268,2421674.9604,4087232.343,964501.0,2016,11,4,47,25,November,-1.6704457885995283,1.51142235584254
India,"Calendar Year (Jan - Dec), 2016","December, 2016",2016-12-09,12085609.773,23143686.34,783256.6187,1191982.2566,10094953.7822,17510888.64,15417.1155,3950368.8478,7250237.568,474391.0,3475977.8478,6005323.618,7859624.9603,14870756.57,6424.0,7853200.9603,14866712.37,2640476.532,24180.7268,2388845.1973,4087232.343,949587.0,2016,12,4,49,9,December,-0.3773501734972706,-1.6133155946284283
India,"Calendar Year (Jan - Dec), 2016","December, 2016",2016-12-23,12005779.4987,23143686.34,785858.7992,1193453.8013,10011206.7827,17510888.64,15260.1155,3811185.4453,7250237.568,3662.0,3807523.4453,6005323.618,7865393.8286,14870756.57,5437.0,7859956.8286,14866712.37,2538714.256,24615.0857,2233933.8563,4087232.343,947146.0,2016,12,4,51,23,December,-0.6605398966160969,-3.8539360136983003
India,"Calendar Year (Jan - Dec), 2017","January, 2017",2017-01-06,12104266.1319,23143686.34,825859.057,1184294.7279,10078566.2315,17510888.64,15546.1155,3856158.2537,7250237.568,19159.0,3836999.2537,6005323.618,7932935.0317,14870756.57,4937.0,7927998.0317,14866712.37,2536081.879,24615.0857,2245328.2347,4087232.343,930153.0,2017,1,1,1,6,January,0.8203268535013741,-0.10368937716320747
India,"Calendar Year (Jan - Dec), 2017","January, 2017",2017-01-20,12106737.4872,23143686.34,913480.3462,1167924.9159,10009804.1095,17510888.64,15528.1155,3919402.7177,7250237.568,139083.0,3780319.7177,6005323.618,7938360.1331,14870756.57,4937.0,7933423.1331,14866712.37,2551683.481,24808.9623,2327318.3214,4087232.343,948465.0,2017,1,1,3,20,January,0.02041722540688795,0.6151852638981659
India,"Calendar Year (Jan - Dec), 2017","February, 2017",2017-02-03,12248539.2728,23143686.34,981555.2576,1176533.5634,10074856.3363,17510888.64,15594.1155,4058128.8874,7250237.568,382869.0,3675259.8874,6005323.618,8005257.8768,14870756.57,4937.0,8000320.8768,14866712.37,2543344.204,24808.9623,2382803.4493,4087232.343,937844.0,2017,2,1,5,3,February,1.1712634039510839,-0.32681471123260364
